,regulon,coef,pval,fdr,log_fdr,significance
59,HMBOX1(+),-0.01737404365013667,0.10558264351194495,0.7938349776638214,0.10026976928408199,Not Significant
60,HMGA1(+),-0.011501896718022825,0.3496301106452445,0.7938349776638214,0.10026976928408199,Not Significant
61,HOMEZ(+),-0.010821828841220111,0.7070496004335103,0.896520408392817,0.04743981970859966,Not Significant
62,HTATIP2(+),-0.017623761753273195,0.3766948132451979,0.7938349776638214,0.10026976928408199,Not Significant
63,IKZF1(+),0.047421921471374265,0.13578572839220293,0.7938349776638214,0.10026976928408199,Not Significant
64,ILF2(+),-0.013316001258462905,0.259630550250429,0.7938349776638214,0.10026976928408199,Not Significant
65,ING4(+),0.013270496563363184,0.4534573814063364,0.8296786612628285,0.08109007950608185,Not Significant
66,IRF1(+),0.002850175525349998,0.6664428543353035,0.8795232227282237,0.055752689043844006,Not Significant
67,IRF2(+),-0.029040178866672317,0.3178672561763685,0.7938349776638214,0.10026976928408199,Not Significant
68,IRF3(+),-0.013536495505467091,0.5362545832800185,0.8296786612628285,0.08109007950608185,Not Significant
69,IRF5(+),-0.0034965022472998267,0.5248245526263147,0.8296786612628285,0.08109007950608185,Not Significant
70,IRF7(+),-0.018372660739976964,0.1903289778866609,0.7938349776638214,0.10026976928408199,Not Significant
71,IRF9(+),-0.000802228522805284,0.7255005188507961,0.9060266765613383,0.04285901500218767,Not Significant
72,JUN(+),-0.008222418717507184,0.3622653395995756,0.7938349776638214,0.10026976928408199,Not Significant
73,JUNB(+),-0.004345786697023904,0.7385484438398584,0.9060266765613383,0.04285901500218767,Not Significant
74,JUND(+),0.0102948916791344,0.05776015681831475,0.7938349776638214,0.10026976928408199,Not Significant
75,KLF10(+),0.23862438585855233,0.09391148611939924,0.7938349776638214,0.10026976928408199,Not Significant
76,KLF16(+),0.004113177443964125,0.3309675864494661,0.7938349776638214,0.10026976928408199,Not Significant
77,KLF3(+),0.018504453636933503,0.2197607249837889,0.7938349776638214,0.10026976928408199,Not Significant
78,KLF7(+),0.0005248377314432666,0.9812102449104417,0.9820749806237918,0.00785535291770822,Not Significant
79,KLF9(+),0.037975446132908056,0.30325928299637084,0.7938349776638214,0.10026976928408199,Not Significant
81,MAFB(+),0.009642042859391887,0.580954995716715,0.8441012028917081,0.07360548083580419,Not Significant
82,MAFG(+),-0.050972842872066174,0.12604100463980775,0.7938349776638214,0.10026976928408199,Not Significant
84,MAX(+),-0.0058557343372860424,0.657128646741221,0.8731709415602525,0.05890072569998408,Not Significant
85,MAZ(+),0.009707763492283462,0.025729466450640736,0.7938349776638214,0.10026976928408199,Not Significant
86,MBD2(+),-0.004485964284991568,0.7539291451732131,0.9060266765613383,0.04285901500218767,Not Significant
