,regulon
60,"[RASGEF1A,GSN,STAG1,CSNK1G2,SARDH,ZFP41,INPP5A,SOCS6,KCNQ2,KCNJ12,ACY1,DHDH,FAM222A]"
61,"[ADD3,SMCO4,NBPF12,BICC1,MKNK1,USP25,FGFR2,WIPF3,RAMP1,KCND2,SESN1,SDK1,MAP7,TGFBR3,PIP5K1B,GML,NBPF11,PLEKHA2,TCF12]"
62,"[PNRC2,NCDN,EHD1,CD274,SFT2D1,POU3F3,LINC00622,FAM200B,MC4R,REPIN1]"
63,"[DMTN,HPCAL1,PSPN,PRKCG,RUNDC3A,DLG4,ZBTB45,DMAP1,ACKR1,NXT1,CACNB3,LAPTM4A,PGAM5,ZNF205,PAK6,PBXIP1,HPCAL4,UBXN6,CRIP2,AMPD2,PPP1R1B,IGFBP5,MEGF8,MARS2,PRKCSH,TCEAL9,NRXN2,ARPC4,THRA,CD2BP2,DUSP26,TBL1Y,SH3BP5L,KNCN,POLDIP3,AHSA1,POLDIP2,SF3B2,LRIF1,NCSTN,CCAR2,YIPF3,TSPAN6,INO80B]"
64,"[ELAVL4,MSRB3,PDE4D,GABRB1,CNTNAP2,HCN1,FUT9,C18orf25,MAN1A2,CHL1,CDH8,FGF12,HECW1,HDAC9,LINGO2,GRIK2,MAGI2,CDH2,PPP2R2B,MAPK10,KMT2E,ARPP21,MEF2C,RIMS2,TOX,MAPK8,CDH12,GRM7,LRFN5,LRP12,ZBTB1,GSK3B,MAP2,CCSER1,MAN2A1,SBF2,EXOC4,SLC2A13,PHF21A,ST7,SNTG1,NLGN4X,RFX3,NFKB1,FBXO11,DLG2,MYT1L,PCDH9,GPHN,EPC2,RPIA,SLC44A5,KCNC2,EPB41L3,RABGAP1L,PTPRD,UBE2E2,AFTPH,GRM5,TNIK,BCL6,SYT1,KCNQ5,HECW1-IT1,ADGRB3,ATRNL1,FUT8,KCNIP4,FAM155A,GRM3,CADM1,XKR6,CSMD1,ANK2,KIAA1958,FZD3,CACNB4,PEAK1,KHDRBS2,KCNB2,C1GALT1,NRCAM,CNTN4,NR3C1,ANKRD12,RAP1A,MBD5,CHSY3,UBE2E1,RALA,KCTD8,ACSL4,GUCY1A2,OXR1,CNTN5,USP15,POU2F1,MSL2,FER,RALYL,FRMPD4,LRRC4C,MYRIP,GPR158,CTNND2,ANKS1B,FOXP1,NIPBL,EFNA5,RYR2,RNF217,TAB2,SYT14,ZNF804B,RORA,MIR99AHG,DENND1B,LAMC1,EPHA6,CADM2,NLGN1,RIMS1,GPATCH8,ENOX1,JMJD1C,STK26,FGF14,RBMS1,CRIM1,ANKH,GAS2,CDH18,BRINP3,JAZF1,CDKN2B-AS1,NWD2,MAGI3,NR3C2,CDK6,CDKL5,TRPS1,KCNQ5-IT1,CNKSR2,PARM1,FBXO32,THRB,NBEA,PAG1,CELF2,CA3,MTMR3,SOAT1,MAGI1,MKLN1,ARHGAP21,FARP2,DYRK1A,USP12,FRAS1,PCGF5,RAP1GDS1,NRIP1,EFNB2,DPYD,OSBPL6,DNM3,ARL14EP,NCK1,FZD8,TSC22D2,RARB,ZNF292,KLF12,ZNF385B,SUPT3H,ABHD17B,MED13L,BTBD10,CNOT4,LINC01297,DAAM1,FARP1,CACNA2D1,LHFPL2,NR2F1-AS1,NUP54,SMG7,SPOPL,KMT2C,SYBU,POPDC3,MOB3B,RAB23,SH3RF1,UBE2W,TMTC2,RAP2A,STAU2,REL,SLC16A7,ZNF148,LINC-PINT,HIVEP2,CTTNBP2,STOX2,SPEN]"
65,"[BIRC6,RAB12,DICER1,FBXW2,KCMF1,C18orf25,PDCD10,WDFY3,KPNA4,RHOA,RASA1,ZNRF2,TBK1,AP1G1,KLHL42,PDCD6,ANKHD1,SPPL2A,MANSC1,UGGT2,GOLPH3,SLC1A4,FBXL17,BMP2K,FOXJ3,UGP2,GDAP2,NAP1L1,FEZ2,FRYL,EPM2A,RNF34,UBE2E3,COG3,ABI2,SMG7,USP38,TAX1BP1,SEC23A,ATG16L1,CIT,TMEM74,TRIP12,PNPLA8,DHX15,PSMA6,OXCT1]"
66,"[CXXC5,SLC25A23,BAG6,SHROOM1,UBTF,CBX8,MTA2,SEMA3F,UBALD1,IGLON5,VAMP2,ATXN7L3,CASKIN2,ZNF580,PCIF1,CELSR3,ACHE,BTBD2,PNPLA6,PRR36,PLCD1,STPG1,ZBTB7A,SORBS3,NABP2,CPT1B,CNNM3,SLC45A2,LRRC56,G6PD,NINJ1,CACNA2D2,KCNH2,PCDHAC2,KIF25-AS1,NLRP1,R3HDM4,PTPMT1,POLR2H,PHAX,TMEM9,TBCB,KIF26A,CASC3,PTMS,AGPAT2,LINC00517,SOCS2]"
67,"[DACT3,NAGA,WDR55,AHR,METTL21A,SLC2A3,SRSF5,TSPAN31,INPP5A,RCE1,DNPEP,WDR1,NXF1,LINC01545,FAM72C,NAMPT,TRIM39,S1PR2,EMD,SPSB3,LINC00235]"
68,"[HS6ST1,GATC,CLCN4,VAT1,SYNCRIP,SYNM,TMEM185B,SETD1B,SAV1,HIF1A,PPTC7,CHST10,USP7,MAP4K2,BLCAP,LMO4,SURF4,PPM1A,CCDC127,PDK2,FGF13,NRBF2,APLP2,ZBTB24,TOMM70,STARD7,PHF13,NACAD,KCNAB2,GPM6A,RND1,DLG3,MAP1B,AP3D1,PURB,HACD2,SSX2IP,SRRM2,ZHX1,IRS2,RTN1,FAM168B,VSNL1,CCT2,MANSC1,CADM3,HECA,MAPRE2,OLFM1,AMD1,SNX10,ACTR1A,FBXL16,EID2,CHD4,DCUN1D3,AMFR,MAEA,EIF5,TAPT1,NAA30,GOT2,CCNG2,RBM12,IMPAD1,RANBP2,CNST,SSBP3,KPNA4,GAS2L1,SSH3,MTA1,WASL,BASP1,UBE2N,SESN3,MAFG,CHD3,MECP2,SUV39H2,KCNV1,PTP4A2,PRRC2A,INPP5K,PLEKHO1,WIZ,STXBP1,GMPS,PHLDA1,PLEKHA2,BRD3,GNAI2,PEX19,DLG4,NAB2,STMN2,OSBPL1A,JADE2,MGAT4A,VCAN,MORF4L2,GALNT9,CBX6,CAPZA2,TPBG,LRFN1,TAX1BP1,SUB1,PEX5,FN3KRP,VAPA,NCKAP1,GABRA1,BZW1,AGPAT2,MRAS,PKIA,HNRNPH3,NEFH,GPS1,LPIN2,CRKL,UBE2L3,ELAVL1,B4GALT5,TPPP,ATXN7L3,SMARCC2,KDM5C,PWWP2B,DENND4B,ILF3,SLC25A23,NR2F1,DUSP8,CDKN1C,ST8SIA3,C11orf95,SKIL,YY1,KLHL15,ZNF711,OAZ2,BSG,SV2A,U2AF2,FBXO32,BRPF3,TICAM1,TSC22D1,PDIK1L,FHL1,RNF128,SORT1,STEAP2,GNB1,NAP1L1,UBE2Z,YWHAZ,EPB41L1,STMN4,CAPRIN1,HK1,SYNPO,LY6H,GABRA4,SLITRK3,XIAP,TSPAN33,SYT11,SCN8A,SIAH1,DNAJC8,SEMA6C,CCDC71L,DACT3,IVNS1ABP,STK35,RAB30,LEPROTL1,SERPINI1,CIPC,ELOVL4,FEM1A,KBTBD8,UBE2Q2,KRAS,ATP2B3,KCNJ9,EPHB6,LMNB2,MAP4,PMEPA1,GPRASP2,PDE2A,SLC41A3,SCG3,TAB3,PLAGL2,TERF2,CHN1,ACTR3,C11orf24,VAMP2,HCFC1,PPP2CA,EIF4E,ING3,RIMS3,MFSD6,PHF6,PPP2R5B,LAMP1,VSTM2A,ANKRD50,FBXO28,KIF1A,C16orf72,CCDC151,KTN1,FOSL2,RLIM,DUSP7,PRDM8,SYP,LGI3,CSNK1E,TPRA1,GABBR1,AK1,CANT1,L1CAM,NUFIP2,ZIK1,TSPAN3,NUCKS1,DMTN,NCOA7,ACVR1B,MAPRE3,NLGN2,ATXN1L,NOVA2,ZNF804A,SPTBN1,HPCAL4,RASL10B,FAM199X,RAP2C,TRNP1,MEPCE,SRSF1,CXXC5,YOD1,KCNC3,KLF9,PPT2,GRB2,PIM1,ZFR,LZTS3,ASB2,ZBTB47,RCAN1,NAPA,RNF19A,MBNL2,MAP1S,ATL1,RBMXL1,ACTN4,EPHA4,BAZ2A,SLITRK4,GHDC,LINC01115,AFAP1L2,TBKBP1,DYRK1B,LRRC4B,LINC00997,TIAL1,LINC01198,PPP3R1,DDX6,FRZB,GTF2I,SDC2,GABRG2,NOVA1,UPF2,SMIM10L2B,JPH4,TMCC2,PACRG-AS1,FBXW7,FAM160A1,PAIP2B,OSBPL8,TSC22D4,MSL1,RAD21,CSDE1,NPTN,IRS1,BRD2,PCDH11Y,KDM6B,RAB9B,ARHGAP5,ATN1]"
69,"[RANBP2,FZD3,ACTR3,ACSL4,FKBP1A,COPS3,USP12,AFTPH,BTG3,FBXW11,RGPD8,RBM24,GABRA4,CAB39,NDFIP2,PTK2B,ONECUT2,C1QL3,TOP1,HECA,SLC7A1,TSC22D2,CCNH,PIK3R1,KBTBD8,CDC34,ROCK2,TAX1BP1,ZBTB21,SKIL,PNPLA8,HNRNPC,ERRFI1,BZW1,MBNL1,ADNP2,C16orf87,ZNF574,SLK,C1orf52,C5orf30,YY1,RAP2A,EIF3H,FBXO33,B3GNT2,CSNK2A2,EFNB2,GFOD2,ANKRD12,KBTBD11,ELOVL5,GSKIP,CAP1,UBR7,IVNS1ABP,ENAH,IRS2,YWHAZ,UAP1,SETD7,MAPK6,NUP153,GMPS,MCOLN3]"
70,"[LMF2,SPNS1,TMEM74B,TMEM8A,TUBGCP6,CNTROB,FHL3,AATK,PNMA3,ARMC6,MMP17,RING1,TBC1D25]"
71,"[HAUS6,TXNRD3,FAM120C,USP8,GALNT3,SGO2,FRA10AC1,ZNF502,NSUN4,SESTD1,INTU,VIPAS39,ZNF285,ZNF607,EEA1,FAM162A,WDR75,CDK4,FBXL4,SYT10,ANKRD28,FBXO25,SLC39A10,NDC1,TMPO-AS1,BBS2,TCFL5,MAGOHB,SLC30A9,EXOC1,CDK19,AGL,PNLDC1,USP25,AZIN2,UFL1,ATG10,GPR180,PNPLA4,RNASEH2B,CLIP4,RBM11,MRPL1,XRN1,APTX,ZNF717,MCHR2,SLC33A1,PCDH19,TPGS2,FUT4,SLC6A16,PRKCG]"
72,"[CDK13,LRRK2,ZMYM2,LRFN5,RSF1,NIPBL,ACSL4,ATP2C1,FNIP2,RBM26,MYO9A,TPP2,PCM1,MARCH7,NRIP1,SMARCA2,FBXO34,NLK,B4GALT5,CSMD3,SPPL3,KMT2E,DCAF5,LIN7A,NEGR1,CHL1,CLINT1,HIF1A,CNKSR2,MAGI2-AS3,PPP2R2A,ADD3-AS1,IPO11,GNAQ,SUPT3H,REV1,HDAC9,SYBU,ZDBF2,OXR1,ASH1L,CDK17,ZFP30,RANBP9,KTN1,PCGF5,STAU2,GTDC1,MAP2K4,DYRK1A,GSK3B,CNOT4,RNF2,THRB,PCF11,CNOT6L,ATRNL1,NFKB1,PKP4,MKLN1,UBE2W,NPY1R,KMT2C,GRIA2,ZDHHC2,ADGRB3,MAP3K4,ADNP2,WASF1,HOOK3,MBNL1,GABPB1,ASCC3,TAPT1,ADNP,SMG1,CEP350,PPP2R5A,PTPRK,CNOT2,NR2C2,DPYD,ARHGAP21,LINGO2,MPDZ,KDM7A,ARHGAP24,CAMTA1,MED13L,STXBP5,MGAT4A,SYT1,STOX2,DNM3,UBE2J1,C1GALT1,WDR17,STK38L,DICER1,TJP1,SEC24B,NCKAP1,MAGI2,ADGRL3,PDCD10,ERBIN,NLGN4X,ACAP2,PHF20L1,NFIB,SNTG1,FBXL17,CDH8,CLIP4,TAX1BP1,ANKH,NCOA2,ROBO1,PCMTD1,CEP170,XPR1,GRID2,C5orf30,HNRNPC,ZNF292,ZNF644,RAP1GDS1,DAAM1,ZFPM2,THOC2,CDH2,DENND4A,ZCCHC7,KCTD8,TTBK2,APP,RNF217,C6orf62,INTS6,PPP3R1,DCUN1D1,NT5C2,INO80D,PHLPP2,ZMYM4,FRYL,ABI2,POU2F1,CCDC88A,ZFR,BAZ2B,DENND1B,PHIP,ABHD17B,ST7,TMEM170B,NRG1,PNISR,NRXN1,RGS17,MEF2C,POGZ,BTBD10,SAMD8,CD47,HIPK3,NAXD,NR2F1-AS1,NALCN,DIAPH2,ROCK1,NUFIP2,XPO7,TAB2,HELZ,RNF146,CDK19,BBX,PPM1B,PRKG1,ZC3H13,RIMS2,GMPS,MAP2,AGFG1,SS18,KCNC2,HMBOX1,NBEA,TRA2A,CHD1,CNTN1,PUM2,IRS2,NUP153,CSNK1G3,GABRA4,EPHA6,SETD5,GULP1,KCNJ3,ANKS1B,PCDH7,USP12,MAPK8,ZNF148,EPB41L2,SSX2IP,AHCTF1,RFX3,MYO6,BTBD7,CLIP1,KHDRBS2,PKN2,MICU1,KATNAL1,GPHN,TTLL7,LRRN1,ATXN7,CCSER1,PAM,RB1CC1,WDSUB1,P4HA1,UBE2E2,NTNG1,MEF2A,NLGN1,ANKRD12,CSMD1,ZNF385B,CADPS,MSRB3,TNPO1,MAP7,CCSER2,KANSL1L,OSBPL6,SLC4A7,STXBP5L,GRIA4,SLC20A2,FNDC3B,BCLAF1,PKN2-AS1,PCDH9,SETD3,WWP1,FCHO2,CADPS2,CPEB2,LCA5,ARPP21,HNRNPH3,MBD5,FAM110B,GRIN2B,SLC4A4,QSER1,NRF1,KPNA4,SMAD5,FOXP1,GRM5,FBXL5,PTPN13,TBL1XR1,SLIT2,ZEB1,TIAL1,RC3H2,LINC01551,GABRA2,CNTNAP2,SPTBN1,ANKRD50,AKT3,PHLPP1,GPD2,ZMAT1,ROBO2,PCNX1,SCN8A,CPSF6,SLC16A7,AFTPH,RASA1,CDK6,TMCC1,PPP2R5E,SNX9,TMEFF2,SH3GLB1,ME1,USP25,ZBTB2,PPFIA2,ZMYND11,ZBTB20,CDKL5,RMDN2,AZI2,ORC4,HCN1,WDFY3,SETD7,SYT14,PHYHIPL,TMEM65,ZFX,EDIL3,PTPN4,KMT2A,PALLD,ASXL3,DLG2,AUTS2,VPS45,HERC1,SPEN,SYDE2,SV2C,FUT9,PTPRD,FAR2,ARID2,ME2,SMAD1,KCNQ5,ENOX1,HNRNPLL,NOVA1,FGF14,CPNE8,CEP112,GUCY1A2,FUT8,OSBPL1A,CACNA2D1,GPBP1,FGF5,KIF13B,LYST,TLE1,ATAD1,RAP1A,KLF12,STAMBPL1,SCAF11,CUL1,STEAP2,CHD6,IMMP2L,MAP3K1,SOCS6,KCND2,CD2AP,TAOK1,CNTN5,PCDH17,KLHL24,HERC3,FER,LARP1B,CNTNAP5,PAK2,UCHL5,ZNF638,SLC12A2,CADM1,B4GALT6,GRIK2,RABGAP1,MPP6,NAB1,PIP5K1B,ADGRL2,LCORL,HECW2,FOXJ3,KDM3A,MLLT10,HOMER1,XPO1,DOK6,FZD3,TAOK3,PIK3R1,RNF13,HDAC2,ASF1A,DMXL2,TRIP12,RAP1B,ADCY2,EPB41L5,DNAJC13,PRKAA2,CADM2,DDX6,SPATS2,GNAI1,NRP1,DMTF1,PHF3,GALNT13,HERC4,SERPINI1,PMS1,NCOR1,ZNF711,MLLT3,NDST3,ADAM10,KRAS,RCAN2,ALS2,NR3C2,EPHA5,RGMB,CHD8,SFMBT2,CTDSPL2,ZHX1,GRM3,GNPNAT1,SERTAD4,ATP11B,NNT,PRKACB,KITLG,CAMK2D,SSBP2,KDM4C,NCOA7,FBXO8,FBXL4,FBXO11,GPBP1L1,GPR155,PPP3CA,UGCG,RBM12,FRS2,KCNQ5-IT1,RGS6,PKIA,SLC23A2,PPP1R9A,FBXO25,RTN1,SLMAP,UBE2E3,PSMD14,ABCA5,HNRNPK,AKAP11,TRAF3IP2-AS1,SESTD1,HBP1,LMO7,GLRB,CEPT1,RARB,CTTNBP2,SEMA6D,SMAD2,PHF21A,EFNA5,SMAD4,MEF2C-AS1,KCNJ6,CSNK1G1,CEP192,LIFR,RCBTB2,DTNA,MYRIP,STAG1,GAS2,RALGPS2,RORA,TSC22D2,ABHD5,WASL,NRXN3,ADD3,IFT80,FAR1,LMO4,KCNMB4,MGA,LRP12,KAT6B,FBXL3,PCSK2,BTBD3,PIK3CA,BRAF,SNAP91,HNRNPR,FAM135A,CTNND2]"
73,"[KBTBD2,TMEM267,MOB1A,DICER1,FBXL5,KLHL8,RSPO2,TMEM237,ZDBF2,STIM2,C5orf30,HDLBP,RYK,SNRK,PIK3C3,ACAP2,ZNF326,TBK1,CTBS,ZBTB39,CXADR,PARP8,UBE2E3,ZNF207,KIF5B,USP46,NF1,ZNF525,HIPK3,TBC1D30,SP3,TM7SF3,SCAF11,PTH2R,DENND4B,REPS1,OPN3,CRBN,MORC3,SETX,SATB2,SLC30A4,CNTNAP5,FAM13A,EHBP1,SNX27,AKAP1,LPGAT1,SYNM,MTF2,GNAI1,TSN,PPFIA2,MTHFD2,EXO5,TBPL1,GRIA2,TGFBRAP1,MIOS,ARHGEF12,GABRA5,OLA1,FAM169A,TPRA1,NAB1,NSMAF,SNX13,CARNMT1,TRIQK,RAB12,MPP6,POLR1D,SH3GLB1,MAPK1IP1L,TCF12,DCUN1D1,NAE1,NREP,PHIP,AHCTF1,SEC24B,CAPN7,LCOR,RAB9A,OTUD4,ZNF746,C12orf4,CSNK2A1,TMEM178A,FGF9,LRCH2,BAG2,RCC2,FHIT,LAYN,EML6,CAPZA2,BRI3BP,TWF1,NFIB,IPO7,MYO1B,OPRK1,SPTBN1,FAM122B,IMMP2L,AFF1,SLC39A14,FAM171A2,JADE1,SGPL1,FAXC,TMEM246,FAM20B,GPR158,ACSL3,ARID2,ZFP62,KIAA1586,DNAJC21,CEPT1,PIM1,ZNF384,HAUS5,CLPTM1L,EPHX4,NRF1,EDEM1,TTC17,PLEKHA5,SLK,PIK3CA,ZNF281,PLEKHA3,RSBN1L,EHMT1,ELOVL7,SUPT20H,INTS6,SS18,NCOA5,CDC73,CADPS2,HECTD1,USP24,ANK3,CSNK1A1,XRN2,CHSY1]"
74,"[AZI2,NFYA,EPS15,RHNO1,B4GALT6,MBTPS2,CHAMP1,SLC11A2,TTC30A,PYROXD1,SMARCE1,KDM5D,TMEM128,ELAC2,ASAH2B,DDHD2,CCAR2,MRPL16,TMEM230,RRP15,CLTA,PRMT6,U2AF2,USP16,DSCC1,PTH2R,PPP3CB,ATAD1,TMEM167A,LARP7,AGGF1,PPM1A,EXOC1,IMMT,MYEF2,CSTF2,SLC38A9,POLR2M,PSMC2,LINC01578,PLSCR1,PRPF19,WRNIP1,SRPRA,ELMOD2,DDA1,TMEM199,DRAM2,CBLL1,HCCS,PDCD2,STIL]"
75,"[SSBP4,MCM3AP,EMC3,AFG3L2,NGEF,MZT2A]"
76,"[PTPDC1,KAT2B,KLHL24,PPARG,JDP2,RNF144A,TFDP2]"
77,"[RTBDN,FANCE,DBN1,RPARP-AS1,BOP1,MMP11,TBRG4,GRIN1,ERAL1,LY6H,BBC3,CRIP3,DDX41,CCHCR1,HDAC10,PRKCSH,PFN1]"
